@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2}

@data
662,'2017/02/18 17:15:28:359',2,782.893799,856.227112,845.347961,836.483521,900.952393,1
663,'2017/02/18 17:15:28:360',2,815.531128,851.794861,841.318665,898.131897,866.300354,1
664,'2017/02/18 17:15:28:361',2,786.117188,856.227112,838.901123,823.589722,842.124512,1
665,'2017/02/18 17:15:28:362',2,800.219788,856.630066,836.483521,863.882813,794.175842,1
666,'2017/02/18 17:15:28:362',2,806.263733,849.780212,830.439575,877.582397,859.047607,1
667,'2017/02/18 17:15:28:362',2,815.531128,859.450562,834.065918,847.765564,842.124512,1
668,'2017/02/18 17:15:28:363',2,822.380981,852.197815,831.648376,807.06958,799.010986,1
669,'2017/02/18 17:15:28:363',2,813.919434,852.197815,826.813171,857.032959,780.476196,1
670,'2017/02/18 17:15:28:363',2,825.201477,856.227112,822.783875,835.274719,852.197815,1
671,'2017/02/18 17:15:28:364',2,781.684998,849.780212,826.007324,791.355286,824.798523,1
672,'2017/02/18 17:15:28:364',2,810.29303,842.93042,832.454224,823.589722,812.307678,1
673,'2017/02/18 17:15:29:369',2,799.010986,849.780212,832.05127,848.571411,871.941406,1
674,'2017/02/18 17:15:29:370',2,818.351624,853.809509,829.633728,804.249084,868.717957,1
675,'2017/02/18 17:15:29:371',2,796.593384,854.615356,838.901123,798.608032,834.871765,1
676,'2017/02/18 17:15:29:372',2,780.87915,854.615356,834.468872,837.692322,832.454224,1
677,'2017/02/18 17:15:29:374',2,768.388306,843.333313,830.036621,762.344299,825.60437,1
678,'2017/02/18 17:15:29:374',2,761.538452,844.945068,834.065918,735.750916,842.93042,1
679,'2017/02/18 17:15:29:375',2,722.857117,849.780212,826.007324,754.285706,808.681335,1
680,'2017/02/18 17:15:29:376',2,718.424927,858.644714,807.06958,740.989014,827.619019,1
681,'2017/02/18 17:15:29:377',2,720.036621,865.897461,800.219788,684.175842,800.622681,1
682,'2017/02/18 17:15:29:378',2,778.058594,871.538452,794.981689,718.424927,865.091553,1
683,'2017/02/18 17:15:29:379',2,766.373596,879.597046,786.117188,743.003662,814.725281,1
684,'2017/02/18 17:15:29:381',2,784.908447,880.805847,787.325989,773.626404,807.472534,1
685,'2017/02/18 17:15:29:383',2,804.249084,877.179504,788.53479,739.780212,859.047607,1
686,'2017/02/18 17:15:29:384',2,832.454224,879.194153,790.952393,823.992676,811.098877,1
687,'2017/02/18 17:15:29:385',2,836.483521,874.358948,795.384644,817.545776,865.897461,1
688,'2017/02/18 17:15:29:386',2,820.366272,869.523804,803.040283,815.531128,835.677673,1
689,'2017/02/18 17:15:29:387',2,855.421265,867.912109,805.457886,826.813171,868.315002,1
690,'2017/02/18 17:15:29:388',2,856.227112,864.285706,807.875488,871.135559,857.032959,1
691,'2017/02/18 17:15:29:390',2,852.600708,863.479858,811.098877,826.007324,852.600708,1
692,'2017/02/18 17:15:29:392',2,868.315002,859.450562,815.531128,841.721619,849.377319,1
693,'2017/02/18 17:15:29:393',2,860.256409,858.644714,817.94873,853.406616,822.380981,1
694,'2017/02/18 17:15:29:394',2,857.838806,861.062256,822.783875,848.974365,802.63739,1
695,'2017/02/18 17:15:29:395',2,886.446899,855.421265,829.230774,828.021973,826.410278,1
696,'2017/02/18 17:15:29:396',2,871.135559,850.989014,830.439575,884.029297,853.809509,1
697,'2017/02/18 17:15:29:397',2,853.406616,848.168518,830.036621,866.300354,795.787537,1
698,'2017/02/18 17:15:29:398',2,803.040283,844.945068,828.424927,804.652039,845.347961,1
699,'2017/02/18 17:15:29:399',2,846.959717,842.93042,827.216125,845.347961,856.630066,1
700,'2017/02/18 17:15:29:400',2,867.509155,845.750916,823.992676,893.296692,855.824158,1
701,'2017/02/18 17:15:29:400',2,823.992676,845.347961,832.454224,851.391968,848.571411,1
702,'2017/02/18 17:15:29:401',2,861.46521,848.571411,836.886475,840.512817,855.018311,1
703,'2017/02/18 17:15:29:401',2,849.780212,849.377319,836.080566,895.31134,835.274719,1
704,'2017/02/18 17:15:29:402',2,853.809509,844.945068,841.318665,864.68866,851.391968,1
705,'2017/02/18 17:15:29:407',2,862.674011,846.959717,842.124512,835.274719,842.93042,1
706,'2017/02/18 17:15:29:408',2,856.630066,851.794861,839.304016,902.161194,880.402954,1
707,'2017/02/18 17:15:29:410',2,826.007324,850.183167,840.109863,873.553101,846.15387,1
708,'2017/02/18 17:15:29:412',2,841.721619,849.377319,839.70697,843.333313,837.289368,1
709,'2017/02/18 17:15:29:413',2,831.245422,853.809509,831.648376,847.36261,846.959717,1
710,'2017/02/18 17:15:29:414',2,856.630066,861.062256,826.410278,870.732605,855.421265,1
711,'2017/02/18 17:15:29:417',2,852.197815,859.853455,832.454224,861.868103,850.989014,1
712,'2017/02/18 17:15:29:419',2,855.824158,856.227112,831.648376,829.633728,779.670349,1
713,'2017/02/18 17:15:29:420',2,848.974365,853.809509,837.289368,863.882813,861.868103,1
714,'2017/02/18 17:15:29:421',2,824.798523,846.15387,838.901123,858.644714,899.340637,1
715,'2017/02/18 17:15:29:422',2,829.633728,848.168518,840.512817,784.102539,834.468872,1
716,'2017/02/18 17:15:29:423',2,820.769226,849.377319,839.70697,853.809509,817.545776,1
717,'2017/02/18 17:15:29:424',2,811.098877,850.58606,832.857117,864.285706,840.109863,1
718,'2017/02/18 17:15:29:425',2,832.857117,852.197815,840.915771,809.084229,805.054932,1
719,'2017/02/18 17:15:29:425',2,846.556763,850.183167,841.318665,851.794861,834.065918,1
720,'2017/02/18 17:15:29:426',2,853.003662,855.824158,840.512817,882.820496,819.560425,1
721,'2017/02/18 17:15:29:427',2,861.868103,860.256409,838.095215,858.644714,855.018311,1
722,'2017/02/18 17:15:29:428',2,843.736267,855.824158,834.468872,825.201477,840.915771,1
723,'2017/02/18 17:15:29:430',2,836.483521,849.780212,834.468872,838.901123,832.857117,1
724,'2017/02/18 17:15:29:432',2,809.487183,844.542114,831.245422,818.351624,844.945068,1
725,'2017/02/18 17:15:29:433',2,811.904785,846.15387,839.70697,805.860779,791.75824,1
726,'2017/02/18 17:15:29:433',2,819.963379,848.974365,841.721619,844.542114,844.139221,1
727,'2017/02/18 17:15:29:435',2,844.542114,847.36261,842.93042,884.432251,852.600708,1
728,'2017/02/18 17:15:29:436',2,859.047607,852.600708,843.736267,840.512817,872.747253,1
729,'2017/02/18 17:15:29:439',2,842.93042,854.212463,846.556763,847.36261,820.366272,1
730,'2017/02/18 17:15:29:441',2,851.794861,852.197815,841.318665,875.164856,849.377319,1
731,'2017/02/18 17:15:29:443',2,830.036621,852.197815,845.347961,857.032959,819.560425,1
732,'2017/02/18 17:15:29:445',2,841.721619,855.421265,838.901123,811.501831,821.978027,1
733,'2017/02/18 17:15:29:448',2,836.886475,852.600708,843.333313,861.062256,885.238098,1
734,'2017/02/18 17:15:29:449',2,813.516479,846.959717,850.183167,841.721619,850.58606,1
735,'2017/02/18 17:15:29:450',2,823.186829,840.109863,849.377319,789.743591,812.307678,1
736,'2017/02/18 17:15:29:451',2,823.589722,847.36261,847.765564,846.556763,790.549438,1
737,'2017/02/18 17:15:29:452',2,856.630066,851.794861,848.168518,888.864441,842.93042,1
738,'2017/02/18 17:15:29:453',2,846.959717,854.212463,841.318665,825.201477,829.633728,1
739,'2017/02/18 17:15:29:455',2,828.424927,854.212463,839.304016,824.39563,807.472534,1
740,'2017/02/18 17:15:29:458',2,827.216125,849.377319,839.70697,856.227112,850.183167,1
741,'2017/02/18 17:15:29:460',2,807.472534,850.989014,843.736267,842.527466,839.70697,1
742,'2017/02/18 17:15:29:460',2,819.560425,854.615356,839.70697,789.340637,818.754578,1
743,'2017/02/18 17:15:29:461',2,826.410278,856.227112,844.139221,838.901123,809.487183,1
744,'2017/02/18 17:15:29:464',2,832.857117,855.824158,841.721619,855.018311,877.179504,1
745,'2017/02/18 17:15:29:465',2,822.783875,857.435913,845.347961,817.545776,824.39563,1
746,'2017/02/18 17:15:29:466',2,838.095215,857.838806,842.527466,836.886475,802.234436,1
747,'2017/02/18 17:15:29:466',2,827.216125,855.421265,840.109863,867.912109,856.630066,1
748,'2017/02/18 17:15:29:467',2,817.94873,850.989014,844.139221,832.857117,857.838806,1
749,'2017/02/18 17:15:29:468',2,809.890137,850.989014,838.095215,834.065918,839.304016,1
750,'2017/02/18 17:15:29:468',2,828.424927,861.062256,836.483521,868.315002,843.736267,1
751,'2017/02/18 17:15:29:473',2,812.710632,856.227112,835.274719,845.750916,887.252747,1
752,'2017/02/18 17:15:29:474',2,827.216125,860.256409,838.498169,826.007324,818.351624,1
753,'2017/02/18 17:15:29:475',2,822.783875,858.644714,832.454224,836.886475,805.054932,1
754,'2017/02/18 17:15:29:477',2,828.82782,854.212463,834.065918,848.974365,842.93042,1
755,'2017/02/18 17:15:29:479',2,823.589722,861.062256,840.109863,812.710632,827.216125,1
756,'2017/02/18 17:15:29:480',2,830.036621,858.24176,838.498169,828.82782,846.15387,1
757,'2017/02/18 17:15:29:482',2,824.798523,854.615356,832.05127,846.959717,824.798523,1
758,'2017/02/18 17:15:29:483',2,830.036621,856.227112,835.274719,845.347961,837.692322,1
759,'2017/02/18 17:15:29:484',2,847.36261,859.853455,834.871765,794.175842,839.304016,1
760,'2017/02/18 17:15:29:485',2,836.080566,857.032959,834.468872,847.36261,838.901123,1
761,'2017/02/18 17:15:29:487',2,841.318665,860.659363,833.663025,840.109863,823.992676,1
762,'2017/02/18 17:15:29:489',2,828.424927,857.838806,831.648376,793.772888,847.36261,1
763,'2017/02/18 17:15:29:490',2,836.080566,861.46521,842.527466,844.945068,845.750916,1
764,'2017/02/18 17:15:29:491',2,823.589722,853.406616,841.318665,900.952393,879.194153,1
765,'2017/02/18 17:15:29:492',2,859.853455,859.853455,837.289368,814.322327,842.527466,1
766,'2017/02/18 17:15:29:493',2,855.421265,851.794861,847.765564,845.750916,838.901123,1
767,'2017/02/18 17:15:29:494',2,875.164856,852.197815,851.391968,901.75824,844.139221,1
768,'2017/02/18 17:15:29:494',2,885.238098,853.406616,853.003662,889.670349,845.750916,1
769,'2017/02/18 17:15:30:496',2,863.882813,848.974365,855.018311,843.736267,877.179504,1
770,'2017/02/18 17:15:30:496',2,858.24176,848.571411,850.989014,894.102539,826.007324,1
771,'2017/02/18 17:15:30:496',2,860.256409,856.630066,849.377319,932.783875,781.684998,1
772,'2017/02/18 17:15:30:497',2,863.076904,853.003662,848.974365,869.926758,830.842468,1
773,'2017/02/18 17:15:30:498',2,867.509155,850.58606,847.36261,860.256409,825.201477,1
774,'2017/02/18 17:15:30:499',2,863.076904,850.989014,843.333313,887.655701,814.725281,1
775,'2017/02/18 17:15:30:499',2,862.674011,848.974365,841.318665,838.498169,816.336975,1
776,'2017/02/18 17:15:30:500',2,846.15387,852.600708,844.139221,814.322327,809.084229,1
777,'2017/02/18 17:15:30:500',2,844.139221,850.58606,844.139221,875.970703,817.142883,1
778,'2017/02/18 17:15:30:501',2,826.410278,852.600708,839.70697,871.538452,874.761902,1
779,'2017/02/18 17:15:30:502',2,811.904785,848.974365,842.93042,808.681335,843.736267,1
780,'2017/02/18 17:15:30:502',2,829.230774,850.989014,840.109863,869.523804,844.945068,1
781,'2017/02/18 17:15:30:505',2,803.84613,850.989014,838.095215,862.271057,829.230774,1
782,'2017/02/18 17:15:30:505',2,842.93042,851.794861,841.318665,809.487183,827.619019,1
783,'2017/02/18 17:15:30:507',2,839.304016,852.197815,842.93042,816.739929,826.007324,1
784,'2017/02/18 17:15:30:508',2,823.589722,857.838806,837.692322,876.77655,833.260071,1
785,'2017/02/18 17:15:30:509',2,816.336975,855.824158,838.901123,841.318665,841.721619,1
786,'2017/02/18 17:15:30:510',2,848.571411,856.227112,842.124512,831.648376,840.512817,1
787,'2017/02/18 17:15:30:511',2,823.992676,859.450562,838.901123,859.047607,833.663025,1
788,'2017/02/18 17:15:30:513',2,811.098877,858.644714,835.274719,822.783875,840.512817,1
789,'2017/02/18 17:15:30:514',2,816.336975,854.212463,832.05127,805.860779,856.630066,1
790,'2017/02/18 17:15:30:515',2,819.560425,859.450562,832.857117,803.443237,856.630066,1
791,'2017/02/18 17:15:30:516',2,805.054932,864.285706,832.454224,841.721619,869.926758,1
792,'2017/02/18 17:15:30:517',2,823.186829,853.809509,840.915771,821.978027,791.75824,1
793,'2017/02/18 17:15:30:517',2,848.168518,859.853455,841.721619,815.128235,813.516479,1
794,'2017/02/18 17:15:30:518',2,808.278381,861.868103,838.095215,855.018311,885.641052,1
795,'2017/02/18 17:15:30:519',2,790.952393,859.853455,840.512817,824.39563,849.780212,1
796,'2017/02/18 17:15:30:520',2,812.307678,856.227112,842.124512,809.487183,813.516479,1
797,'2017/02/18 17:15:30:522',2,829.633728,857.435913,840.915771,837.289368,837.692322,1
798,'2017/02/18 17:15:30:523',2,852.197815,863.479858,836.483521,838.901123,841.721619,1
799,'2017/02/18 17:15:30:526',2,806.263733,856.227112,835.274719,802.63739,802.63739,1
800,'2017/02/18 17:15:30:527',2,862.674011,861.062256,839.70697,844.139221,831.245422,1
801,'2017/02/18 17:15:30:529',2,859.047607,865.091553,829.230774,853.003662,857.838806,1
802,'2017/02/18 17:15:30:530',2,781.282043,861.46521,820.366272,776.446899,810.29303,1
803,'2017/02/18 17:15:30:531',2,784.908447,861.46521,811.904785,758.717957,838.498169,1
804,'2017/02/18 17:15:30:532',2,792.967041,858.24176,807.472534,801.025635,801.025635,1
805,'2017/02/18 17:15:30:532',2,731.318665,858.644714,807.875488,765.567749,859.853455,1
806,'2017/02/18 17:15:30:534',2,805.457886,857.032959,818.754578,768.791199,853.406616,1
807,'2017/02/18 17:15:30:535',2,803.040283,855.018311,822.380981,836.483521,842.124512,1
808,'2017/02/18 17:15:30:535',2,831.648376,847.765564,826.410278,839.304016,833.663025,1
809,'2017/02/18 17:15:30:536',2,804.249084,860.659363,824.39563,806.263733,839.304016,1
810,'2017/02/18 17:15:30:537',2,840.512817,853.406616,825.201477,814.322327,827.216125,1
811,'2017/02/18 17:15:30:538',2,859.047607,855.421265,830.036621,862.674011,839.70697,1
812,'2017/02/18 17:15:30:539',2,821.17218,861.46521,828.82782,823.992676,822.380981,1
813,'2017/02/18 17:15:30:540',2,851.391968,860.659363,832.857117,828.424927,817.94873,1
814,'2017/02/18 17:15:30:541',2,841.318665,856.630066,838.498169,875.970703,794.175842,1
815,'2017/02/18 17:15:30:543',2,847.765564,850.183167,841.721619,873.956055,819.157532,1
816,'2017/02/18 17:15:30:543',2,834.468872,847.765564,838.498169,807.06958,830.439575,1
817,'2017/02/18 17:15:30:544',2,852.197815,846.556763,838.095215,848.974365,829.633728,1
818,'2017/02/18 17:15:30:545',2,833.663025,848.168518,840.915771,868.717957,820.366272,1
819,'2017/02/18 17:15:30:546',2,805.457886,864.68866,835.274719,791.75824,856.630066,1
820,'2017/02/18 17:15:30:547',2,861.868103,848.974365,839.304016,862.271057,842.93042,1
821,'2017/02/18 17:15:30:548',2,818.754578,850.58606,839.70697,873.553101,808.681335,1
822,'2017/02/18 17:15:30:549',2,815.128235,857.838806,835.274719,818.754578,840.109863,1
823,'2017/02/18 17:15:30:550',2,809.487183,853.809509,832.454224,811.501831,797.802185,1
824,'2017/02/18 17:15:30:552',2,828.424927,859.047607,837.692322,867.912109,842.124512,1
825,'2017/02/18 17:15:30:552',2,825.60437,858.644714,835.677673,867.106201,849.377319,1
826,'2017/02/18 17:15:30:553',2,796.996338,852.600708,835.274719,809.890137,884.029297,1
827,'2017/02/18 17:15:30:555',2,822.783875,859.450562,832.454224,843.333313,844.945068,1
828,'2017/02/18 17:15:30:556',2,817.142883,853.809509,837.289368,861.46521,860.659363,1
829,'2017/02/18 17:15:30:558',2,836.080566,847.765564,837.289368,820.769226,836.483521,1
830,'2017/02/18 17:15:30:559',2,807.875488,851.391968,842.93042,809.487183,861.062256,1
831,'2017/02/18 17:15:30:560',2,819.157532,850.989014,837.289368,845.347961,849.780212,1
832,'2017/02/18 17:15:30:561',2,806.666687,850.58606,842.124512,847.36261,842.93042,1
833,'2017/02/18 17:15:30:562',2,815.128235,853.406616,841.721619,817.545776,816.739929,1
834,'2017/02/18 17:15:30:564',2,823.589722,851.391968,838.498169,844.139221,796.996338,1
835,'2017/02/18 17:15:30:566',2,832.454224,846.15387,836.886475,868.717957,860.659363,1
836,'2017/02/18 17:15:30:567',2,848.168518,852.197815,835.274719,822.380981,814.725281,1
837,'2017/02/18 17:15:30:569',2,834.065918,857.435913,822.783875,794.981689,871.538452,1
838,'2017/02/18 17:15:30:570',2,856.227112,859.450562,816.739929,867.106201,842.124512,1
839,'2017/02/18 17:15:30:574',2,819.157532,854.615356,820.366272,826.410278,842.527466,1
840,'2017/02/18 17:15:30:574',2,815.934082,855.421265,822.783875,822.380981,824.39563,1
841,'2017/02/18 17:15:30:576',2,826.813171,852.197815,824.798523,893.699646,863.882813,1
842,'2017/02/18 17:15:30:578',2,830.439575,855.421265,821.17218,911.025635,828.021973,1
843,'2017/02/18 17:15:30:580',2,830.439575,851.794861,822.783875,795.384644,833.260071,1
844,'2017/02/18 17:15:30:580',2,841.318665,846.15387,829.230774,934.39563,861.062256,1
845,'2017/02/18 17:15:30:581',2,838.095215,850.58606,834.065918,878.388306,832.05127,1
846,'2017/02/18 17:15:30:582',2,831.245422,855.421265,822.380981,793.369934,794.981689,1
847,'2017/02/18 17:15:30:584',2,862.271057,854.212463,822.380981,856.630066,857.838806,1
848,'2017/02/18 17:15:30:585',2,841.318665,865.494507,821.575073,869.523804,819.963379,1
849,'2017/02/18 17:15:30:586',2,789.743591,847.765564,833.260071,849.780212,866.703308,1
850,'2017/02/18 17:15:30:588',2,722.857117,846.556763,828.82782,837.289368,928.754578,1
851,'2017/02/18 17:15:30:589',2,724.065918,850.183167,854.212463,836.483521,865.091553,1
852,'2017/02/18 17:15:30:590',2,659.194153,840.512817,838.095215,797.399292,858.644714,1
853,'2017/02/18 17:15:30:591',2,627.765564,821.17218,854.212463,829.230774,871.538452,1
854,'2017/02/18 17:15:30:592',2,635.018311,826.410278,867.509155,807.06958,881.611694,1
855,'2017/02/18 17:15:30:592',2,666.043945,832.454224,891.684998,802.63739,918.681335,1
856,'2017/02/18 17:15:30:593',2,652.344299,826.813171,858.24176,824.798523,890.476196,1
857,'2017/02/18 17:15:30:594',2,690.219788,843.736267,866.300354,763.150208,904.981689,1
858,'2017/02/18 17:15:30:595',2,723.663025,829.633728,874.358948,909.41394,933.589722,1
859,'2017/02/18 17:15:30:596',2,766.77655,823.589722,896.923096,978.315002,870.329651,1
860,'2017/02/18 17:15:30:598',2,757.106201,836.886475,852.197815,893.699646,909.41394,1
861,'2017/02/18 17:15:31:603',2,813.516479,813.113525,889.267395,952.527466,931.978027,1
862,'2017/02/18 17:15:31:603',2,837.692322,842.93042,874.358948,952.124512,904.578735,1
863,'2017/02/18 17:15:31:605',2,993.626404,823.589722,871.538452,929.560425,868.315002,1
864,'2017/02/18 17:15:31:605',2,832.05127,882.014648,849.377319,825.201477,853.003662,1
865,'2017/02/18 17:15:31:607',2,976.300354,813.919434,880.805847,954.542114,817.545776,1
866,'2017/02/18 17:15:31:608',2,1203.150146,780.073242,884.835144,962.197815,801.428589,1
867,'2017/02/18 17:15:31:608',2,1219.670288,835.274719,873.150208,781.684998,748.24176,1
868,'2017/02/18 17:15:31:609',2,1198.717896,802.234436,863.076904,931.17218,745.824158,1
869,'2017/02/18 17:15:31:610',2,1253.919434,782.893799,896.117188,957.765564,763.150208,1
870,'2017/02/18 17:15:31:610',2,1193.479858,829.230774,865.091553,859.047607,734.945068,1
871,'2017/02/18 17:15:31:611',2,1183.003662,853.809509,859.047607,846.959717,753.479858,1
872,'2017/02/18 17:15:31:612',2,1144.72522,844.945068,833.260071,898.937744,761.538452,1
873,'2017/02/18 17:15:31:614',2,1130.219727,855.824158,856.630066,864.68866,792.161194,1
874,'2017/02/18 17:15:31:615',2,1074.615356,863.479858,850.989014,832.857117,804.249084,1
875,'2017/02/18 17:15:31:616',2,1034.322388,858.644714,855.421265,896.520142,810.695984,1
876,'2017/02/18 17:15:31:617',2,965.421265,857.435913,857.838806,926.739929,830.439575,1
877,'2017/02/18 17:15:31:617',2,880,859.047607,847.765564,914.652039,894.908447,1
878,'2017/02/18 17:15:31:618',2,805.457886,863.479858,854.212463,922.710632,980.732605,1
879,'2017/02/18 17:15:31:620',2,714.39563,869.926758,817.142883,833.663025,1008.937744,1
880,'2017/02/18 17:15:31:623',2,669.267395,860.256409,851.391968,826.410278,1064.945068,1
881,'2017/02/18 17:15:31:623',2,673.296692,862.674011,846.959717,933.589722,1181.391968,1
882,'2017/02/18 17:15:31:625',2,679.340637,855.421265,834.065918,971.46521,1178.974365,1
883,'2017/02/18 17:15:31:626',2,695.860779,859.450562,836.080566,946.483521,1120.952393,1
884,'2017/02/18 17:15:31:627',2,656.77655,863.479858,827.619019,902.564087,1158.827881,1
885,'2017/02/18 17:15:31:628',2,644.285706,858.644714,824.39563,949.70697,1191.062256,1
886,'2017/02/18 17:15:31:628',2,632.600708,852.197815,821.575073,918.278381,1128.205078,1
887,'2017/02/18 17:15:31:629',2,648.717957,855.824158,824.798523,899.340637,1134.249023,1
888,'2017/02/18 17:15:31:631',2,640.256409,855.421265,818.754578,931.575073,1115.311401,1
889,'2017/02/18 17:15:31:632',2,669.670349,849.377319,832.454224,954.139221,1091.135498,1
890,'2017/02/18 17:15:31:632',2,666.849792,848.168518,825.201477,939.633728,1028.681274,1
891,'2017/02/18 17:15:31:633',2,714.39563,867.106201,808.278381,759.926758,1046.410278,1
892,'2017/02/18 17:15:31:634',2,702.307678,852.197815,840.512817,815.128235,1056.483521,1
893,'2017/02/18 17:15:31:635',2,714.798523,859.047607,810.29303,801.831482,980.329651,1
